"pld0045","year","bula_h","education","n","percent","lower_confidence","upper_confidence"
"Never","2016","Hesse","lower secondary degree","","","",""
"Never","2016","Hesse","secondary school degree","","","",""
"Never","2016","Hesse","college entrance qualification","","","",""
"Never","2016","Hesse","Other degree","","","",""
"Never","2016","Hesse","no degree/no degree yet","","","",""
"Never","2016","Rhineland-Palatinate,Saarland","lower secondary degree","","","",""
"Never","2016","Rhineland-Palatinate,Saarland","secondary school degree","","","",""
"Never","2016","Rhineland-Palatinate,Saarland","college entrance qualification","","","",""
"Never","2016","Rhineland-Palatinate,Saarland","Other degree","","","",""
"Never","2016","Rhineland-Palatinate,Saarland","no degree/no degree yet","","","",""
"Never","2016","Baden-Württemberg","lower secondary degree","","","",""
"Never","2016","Baden-Württemberg","secondary school degree","","","",""
"Never","2016","Baden-Württemberg","college entrance qualification","","","",""
"Never","2016","Baden-Württemberg","Other degree","","","",""
"Never","2016","Baden-Württemberg","no degree/no degree yet","","","",""
"Never","2016","Bavaria","lower secondary degree","","","",""
"Never","2016","Bavaria","secondary school degree","","","",""
"Never","2016","Bavaria","college entrance qualification","","","",""
"Never","2016","Bavaria","Other degree","","","",""
"Never","2016","Bavaria","no degree/no degree yet","","","",""
"Never","2016","Berlin","lower secondary degree","","","",""
"Never","2016","Berlin","secondary school degree","","","",""
"Never","2016","Berlin","college entrance qualification","","","",""
"Never","2016","Berlin","Other degree","","","",""
"Never","2016","Berlin","no degree/no degree yet","","","",""
"Never","2016","Brandenburg","lower secondary degree","","","",""
"Never","2016","Brandenburg","secondary school degree","","","",""
"Never","2016","Brandenburg","college entrance qualification","","","",""
"Never","2016","Brandenburg","Other degree","","","",""
"Never","2016","Brandenburg","no degree/no degree yet","","","",""
"Never","2016","Mecklenburg-Western Pomerania","lower secondary degree","","","",""
"Never","2016","Mecklenburg-Western Pomerania","secondary school degree","","","",""
"Never","2016","Mecklenburg-Western Pomerania","college entrance qualification","","","",""
"Never","2016","Mecklenburg-Western Pomerania","Other degree","","","",""
"Never","2016","Mecklenburg-Western Pomerania","no degree/no degree yet","","","",""
"Never","2016","Saxony","lower secondary degree","","","",""
"Never","2016","Saxony","secondary school degree","","","",""
"Never","2016","Saxony","college entrance qualification","","","",""
"Never","2016","Saxony","Other degree","","","",""
"Never","2016","Saxony","no degree/no degree yet","","","",""
"Never","2016","Saxony-Anhalt","lower secondary degree","","","",""
"Never","2016","Saxony-Anhalt","secondary school degree","","","",""
"Never","2016","Saxony-Anhalt","college entrance qualification","","","",""
"Never","2016","Saxony-Anhalt","Other degree","","","",""
"Never","2016","Saxony-Anhalt","no degree/no degree yet","","","",""
"Never","2016","Thuringia","lower secondary degree","","","",""
"Never","2016","Thuringia","secondary school degree","","","",""
"Never","2016","Thuringia","college entrance qualification","","","",""
"Never","2016","Thuringia","Other degree","","","",""
"Never","2016","Thuringia","no degree/no degree yet","","","",""
"Very often","2017","Schleswig-Holstein","lower secondary degree","","","",""
"Very often","2017","Schleswig-Holstein","secondary school degree","","","",""
"Very often","2017","Schleswig-Holstein","college entrance qualification","","","",""
"Very often","2017","Schleswig-Holstein","Other degree","","","",""
"Very often","2017","Schleswig-Holstein","no degree/no degree yet","","","",""
"Very often","2017","Hamburg","lower secondary degree","","","",""
"Very often","2017","Hamburg","secondary school degree","","","",""
"Very often","2017","Hamburg","college entrance qualification","","","",""
"Very often","2017","Hamburg","Other degree","","","",""
"Very often","2017","Hamburg","no degree/no degree yet","","","",""
"Very often","2017","Lower Saxony","lower secondary degree","","","",""
"Very often","2017","Lower Saxony","secondary school degree","","","",""
"Very often","2017","Lower Saxony","college entrance qualification","","","",""
"Very often","2017","Lower Saxony","Other degree","","","",""
"Very often","2017","Lower Saxony","no degree/no degree yet","","","",""
"Very often","2017","Bremen","lower secondary degree","","","",""
"Very often","2017","Bremen","secondary school degree","","","",""
"Very often","2017","Bremen","college entrance qualification","","","",""
"Very often","2017","Bremen","Other degree","","","",""
"Very often","2017","Bremen","no degree/no degree yet","","","",""
"Very often","2017","North Rhine-Westphalia","lower secondary degree","","","",""
"Very often","2017","North Rhine-Westphalia","secondary school degree","","","",""
"Very often","2017","North Rhine-Westphalia","college entrance qualification","","","",""
"Very often","2017","North Rhine-Westphalia","Other degree","","","",""
"Very often","2017","North Rhine-Westphalia","no degree/no degree yet","","","",""
"Very often","2017","Hesse","lower secondary degree","","","",""
"Very often","2017","Hesse","secondary school degree","","","",""
"Very often","2017","Hesse","college entrance qualification","","","",""
"Very often","2017","Hesse","Other degree","","","",""
"Very often","2017","Hesse","no degree/no degree yet","","","",""
"Very often","2017","Rhineland-Palatinate,Saarland","lower secondary degree","","","",""
"Very often","2017","Rhineland-Palatinate,Saarland","secondary school degree","","","",""
"Very often","2017","Rhineland-Palatinate,Saarland","college entrance qualification","","","",""
"Very often","2017","Rhineland-Palatinate,Saarland","Other degree","","","",""
"Very often","2017","Rhineland-Palatinate,Saarland","no degree/no degree yet","","","",""
"Very often","2017","Baden-Württemberg","lower secondary degree","","","",""
"Very often","2017","Baden-Württemberg","secondary school degree","","","",""
"Very often","2017","Baden-Württemberg","college entrance qualification","","","",""
"Very often","2017","Baden-Württemberg","Other degree","","","",""
"Very often","2017","Baden-Württemberg","no degree/no degree yet","","","",""
"Very often","2017","Bavaria","lower secondary degree","","","",""
"Very often","2017","Bavaria","secondary school degree","","","",""
"Very often","2017","Bavaria","college entrance qualification","","","",""
"Very often","2017","Bavaria","Other degree","","","",""
"Very often","2017","Bavaria","no degree/no degree yet","","","",""
"Very often","2017","Berlin","lower secondary degree","","","",""
"Very often","2017","Berlin","secondary school degree","","","",""
"Very often","2017","Berlin","college entrance qualification","","","",""
"Very often","2017","Berlin","Other degree","","","",""
"Very often","2017","Berlin","no degree/no degree yet","","","",""
"Very often","2017","Brandenburg","lower secondary degree","","","",""
"Very often","2017","Brandenburg","secondary school degree","","","",""
"Very often","2017","Brandenburg","college entrance qualification","","","",""
"Very often","2017","Brandenburg","Other degree","","","",""
"Very often","2017","Brandenburg","no degree/no degree yet","","","",""
"Very often","2017","Mecklenburg-Western Pomerania","lower secondary degree","","","",""
"Very often","2017","Mecklenburg-Western Pomerania","secondary school degree","","","",""
"Very often","2017","Mecklenburg-Western Pomerania","college entrance qualification","","","",""
"Very often","2017","Mecklenburg-Western Pomerania","Other degree","","","",""
"Very often","2017","Mecklenburg-Western Pomerania","no degree/no degree yet","","","",""
"Very often","2017","Saxony","lower secondary degree","","","",""
"Very often","2017","Saxony","secondary school degree","","","",""
"Very often","2017","Saxony","college entrance qualification","","","",""
"Very often","2017","Saxony","Other degree","","","",""
"Very often","2017","Saxony","no degree/no degree yet","","","",""
"Very often","2017","Saxony-Anhalt","lower secondary degree","","","",""
"Very often","2017","Saxony-Anhalt","secondary school degree","","","",""
"Very often","2017","Saxony-Anhalt","college entrance qualification","","","",""
"Very often","2017","Saxony-Anhalt","Other degree","","","",""
"Very often","2017","Saxony-Anhalt","no degree/no degree yet","","","",""
"Very often","2017","Thuringia","lower secondary degree","","","",""
"Very often","2017","Thuringia","secondary school degree","","","",""
"Very often","2017","Thuringia","college entrance qualification","","","",""
"Very often","2017","Thuringia","Other degree","","","",""
"Very often","2017","Thuringia","no degree/no degree yet","","","",""
"Often","2017","Schleswig-Holstein","lower secondary degree","","","",""
"Often","2017","Schleswig-Holstein","secondary school degree","","","",""
"Often","2017","Schleswig-Holstein","college entrance qualification","","","",""
"Often","2017","Schleswig-Holstein","Other degree","","","",""
"Often","2017","Schleswig-Holstein","no degree/no degree yet","","","",""
"Often","2017","Hamburg","lower secondary degree","","","",""
"Often","2017","Hamburg","secondary school degree","","","",""
"Often","2017","Hamburg","college entrance qualification","","","",""
"Often","2017","Hamburg","Other degree","","","",""
"Often","2017","Hamburg","no degree/no degree yet","","","",""
"Often","2017","Lower Saxony","lower secondary degree","","","",""
"Often","2017","Lower Saxony","secondary school degree","","","",""
"Often","2017","Lower Saxony","college entrance qualification","","","",""
"Often","2017","Lower Saxony","Other degree","","","",""
"Often","2017","Lower Saxony","no degree/no degree yet","","","",""
"Often","2017","Bremen","lower secondary degree","","","",""
"Often","2017","Bremen","secondary school degree","","","",""
"Often","2017","Bremen","college entrance qualification","","","",""
"Often","2017","Bremen","Other degree","","","",""
"Often","2017","Bremen","no degree/no degree yet","","","",""
"Often","2017","North Rhine-Westphalia","lower secondary degree","","","",""
"Often","2017","North Rhine-Westphalia","secondary school degree","","","",""
"Often","2017","North Rhine-Westphalia","college entrance qualification","","","",""
"Often","2017","North Rhine-Westphalia","Other degree","","","",""
"Often","2017","North Rhine-Westphalia","no degree/no degree yet","","","",""
"Often","2017","Hesse","lower secondary degree","","","",""
"Often","2017","Hesse","secondary school degree","","","",""
"Often","2017","Hesse","college entrance qualification","","","",""
"Often","2017","Hesse","Other degree","","","",""
"Often","2017","Hesse","no degree/no degree yet","","","",""
"Often","2017","Rhineland-Palatinate,Saarland","lower secondary degree","","","",""
"Often","2017","Rhineland-Palatinate,Saarland","secondary school degree","","","",""
"Often","2017","Rhineland-Palatinate,Saarland","college entrance qualification","","","",""
"Often","2017","Rhineland-Palatinate,Saarland","Other degree","","","",""
"Often","2017","Rhineland-Palatinate,Saarland","no degree/no degree yet","","","",""
"Often","2017","Baden-Württemberg","lower secondary degree","","","",""
"Often","2017","Baden-Württemberg","secondary school degree","","","",""
"Often","2017","Baden-Württemberg","college entrance qualification","","","",""
"Often","2017","Baden-Württemberg","Other degree","","","",""
"Often","2017","Baden-Württemberg","no degree/no degree yet","","","",""
"Often","2017","Bavaria","lower secondary degree","","","",""
"Often","2017","Bavaria","secondary school degree","","","",""
"Often","2017","Bavaria","college entrance qualification","","","",""
"Often","2017","Bavaria","Other degree","","","",""
