"pld0045","year","pgcasmin","pgisced97","n","percent","lower_confidence","upper_confidence"
"Very often","2004","(3a) lower tertiary education","general elemantary","","","",""
"Very often","2004","(3a) lower tertiary education","middle vocational","","","",""
"Very often","2004","(3a) lower tertiary education","vocational + Abi","","","",""
"Very often","2004","(3a) lower tertiary education","higher vocational","","","",""
"Very often","2004","(3a) lower tertiary education","higher education","","","",""
"Very often","2004","(3b) higher tertiary education","in school","","","",""
"Very often","2004","(3b) higher tertiary education","inadequately","","","",""
"Very often","2004","(3b) higher tertiary education","general elemantary","","","",""
"Very often","2004","(3b) higher tertiary education","middle vocational","","","",""
"Very often","2004","(3b) higher tertiary education","vocational + Abi","","","",""
"Very often","2004","(3b) higher tertiary education","higher vocational","","","",""
"Very often","2004","(3b) higher tertiary education","higher education","","","",""
"Often","2004","(0) in school","in school","","","",""
"Often","2004","(0) in school","inadequately","","","",""
"Often","2004","(0) in school","general elemantary","","","",""
"Often","2004","(0) in school","middle vocational","","","",""
"Often","2004","(0) in school","vocational + Abi","","","",""
"Often","2004","(0) in school","higher vocational","","","",""
"Often","2004","(0) in school","higher education","","","",""
"Often","2004","(1a) inadequately completed","in school","","","",""
"Often","2004","(1a) inadequately completed","inadequately","","","",""
"Often","2004","(1a) inadequately completed","general elemantary","","","",""
"Often","2004","(1a) inadequately completed","middle vocational","","","",""
"Often","2004","(1a) inadequately completed","vocational + Abi","","","",""
"Often","2004","(1a) inadequately completed","higher vocational","","","",""
"Often","2004","(1a) inadequately completed","higher education","","","",""
"Often","2004","(1b) general elementary school","in school","","","",""
"Often","2004","(1b) general elementary school","inadequately","","","",""
"Often","2004","(1b) general elementary school","general elemantary","","","",""
"Often","2004","(1b) general elementary school","middle vocational","","","",""
"Often","2004","(1b) general elementary school","vocational + Abi","","","",""
"Often","2004","(1b) general elementary school","higher vocational","","","",""
"Often","2004","(1b) general elementary school","higher education","","","",""
"Often","2004","(1c) basic vocational qualification","in school","","","",""
"Often","2004","(1c) basic vocational qualification","inadequately","","","",""
"Often","2004","(1c) basic vocational qualification","general elemantary","","","",""
"Often","2004","(1c) basic vocational qualification","middle vocational","","","",""
"Often","2004","(1c) basic vocational qualification","vocational + Abi","","","",""
"Often","2004","(1c) basic vocational qualification","higher vocational","","","",""
"Often","2004","(1c) basic vocational qualification","higher education","","","",""
"Often","2004","(2b) intermediate general qualification","in school","","","",""
"Often","2004","(2b) intermediate general qualification","inadequately","","","",""
"Often","2004","(2b) intermediate general qualification","general elemantary","","","",""
"Often","2004","(2b) intermediate general qualification","middle vocational","","","",""
"Often","2004","(2b) intermediate general qualification","vocational + Abi","","","",""
"Often","2004","(2b) intermediate general qualification","higher vocational","","","",""
"Often","2004","(2b) intermediate general qualification","higher education","","","",""
"Often","2004","(2a) intermediate vocational","in school","","","",""
"Often","2004","(2a) intermediate vocational","inadequately","","","",""
"Often","2004","(2a) intermediate vocational","general elemantary","","","",""
"Often","2004","(2a) intermediate vocational","middle vocational","","","",""
"Often","2004","(2a) intermediate vocational","vocational + Abi","","","",""
"Often","2004","(2a) intermediate vocational","higher vocational","","","",""
"Often","2004","(2a) intermediate vocational","higher education","","","",""
"Often","2004","(2c_gen) general maturity certificate","in school","","","",""
"Often","2004","(2c_gen) general maturity certificate","inadequately","","","",""
"Often","2004","(2c_gen) general maturity certificate","general elemantary","","","",""
"Often","2004","(2c_gen) general maturity certificate","middle vocational","","","",""
"Often","2004","(2c_gen) general maturity certificate","vocational + Abi","","","",""
"Often","2004","(2c_gen) general maturity certificate","higher vocational","","","",""
"Often","2004","(2c_gen) general maturity certificate","higher education","","","",""
"Often","2004","(2c_voc) vocational maturity certificate","in school","","","",""
"Often","2004","(2c_voc) vocational maturity certificate","inadequately","","","",""
"Often","2004","(2c_voc) vocational maturity certificate","general elemantary","","","",""
"Often","2004","(2c_voc) vocational maturity certificate","middle vocational","","","",""
"Often","2004","(2c_voc) vocational maturity certificate","vocational + Abi","","","",""
"Often","2004","(2c_voc) vocational maturity certificate","higher vocational","","","",""
"Often","2004","(2c_voc) vocational maturity certificate","higher education","","","",""
"Often","2004","(3a) lower tertiary education","in school","","","",""
"Often","2004","(3a) lower tertiary education","inadequately","","","",""
"Often","2004","(3a) lower tertiary education","general elemantary","","","",""
"Often","2004","(3a) lower tertiary education","middle vocational","","","",""
"Often","2004","(3a) lower tertiary education","vocational + Abi","","","",""
"Often","2004","(3a) lower tertiary education","higher vocational","","","",""
"Often","2004","(3a) lower tertiary education","higher education","","","",""
"Often","2004","(3b) higher tertiary education","in school","","","",""
"Often","2004","(3b) higher tertiary education","inadequately","","","",""
"Often","2004","(3b) higher tertiary education","general elemantary","","","",""
"Often","2004","(3b) higher tertiary education","middle vocational","","","",""
"Often","2004","(3b) higher tertiary education","vocational + Abi","","","",""
"Often","2004","(3b) higher tertiary education","higher vocational","","","",""
"Often","2004","(3b) higher tertiary education","higher education","","","",""
"Sometimes","2004","(0) in school","in school","","","",""
"Sometimes","2004","(0) in school","inadequately","","","",""
"Sometimes","2004","(0) in school","general elemantary","","","",""
"Sometimes","2004","(0) in school","middle vocational","","","",""
"Sometimes","2004","(0) in school","vocational + Abi","","","",""
"Sometimes","2004","(0) in school","higher vocational","","","",""
"Sometimes","2004","(0) in school","higher education","","","",""
"Sometimes","2004","(1a) inadequately completed","in school","","","",""
"Sometimes","2004","(1a) inadequately completed","inadequately","","","",""
"Sometimes","2004","(1a) inadequately completed","general elemantary","","","",""
"Sometimes","2004","(1a) inadequately completed","middle vocational","","","",""
"Sometimes","2004","(1a) inadequately completed","vocational + Abi","","","",""
"Sometimes","2004","(1a) inadequately completed","higher vocational","","","",""
"Sometimes","2004","(1a) inadequately completed","higher education","","","",""
"Sometimes","2004","(1b) general elementary school","in school","","","",""
"Sometimes","2004","(1b) general elementary school","inadequately","","","",""
"Sometimes","2004","(1b) general elementary school","general elemantary","","","",""
"Sometimes","2004","(1b) general elementary school","middle vocational","","","",""
"Sometimes","2004","(1b) general elementary school","vocational + Abi","","","",""
"Sometimes","2004","(1b) general elementary school","higher vocational","","","",""
"Sometimes","2004","(1b) general elementary school","higher education","","","",""
"Sometimes","2004","(1c) basic vocational qualification","in school","","","",""
"Sometimes","2004","(1c) basic vocational qualification","inadequately","","","",""
"Sometimes","2004","(1c) basic vocational qualification","general elemantary","","","",""
"Sometimes","2004","(1c) basic vocational qualification","middle vocational","","","",""
"Sometimes","2004","(1c) basic vocational qualification","vocational + Abi","","","",""
